k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10.0,395,396,396,396,396,396,395,396,396,396,396,396,396,396,396,395,396,396,396,396,395,396,396,396,396,396,395,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,395,396,396,396,395,396,395,396,396,396,396,396,396,396,396,396,394,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,395,396,396,396,395,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,395,396
11.0,308,308,308,308,308,308,308,308,308,308,307,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,307,308,308,308,308,308,308,308,307,308,308,308,308,308,308,307,308,308,308,308,308,307,308,308,308,308,308,308,308,308,307,307,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,307,308,308,307,307,308,308,307,308,308,306,308,308,308,308,308,308,308,308,308
12.0,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,225,226,226,226,226,226,226,226,225,226,226,225,225,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,224,226,225,226,226,226,225,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,225,226,226,226,226,226,225,226,226,226,226,226,225,226,226,226,226,226,226,226,226,226,226,226,226,226,226
13.0,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,195,196,196,196,195,196,196,196,196,196,196,196,196,195,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,195,196,196,196,196,196,196,196,196,195,196,196,196,196,196,195,196,196,196,196,196,196,196,196
14.0,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,165,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,165,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,164,166,166,166,166,166,165,166,166,166,166,166,166,166,165,165,166,166
15.0,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,139,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,139,140,140,140,140,140,140,139,139,140,140,140,139,140,139,139,140,140,140,140,140,140,140,140,140,140,140,139,140,140,140,140,140,140,140,140,140,139,140,140,140,140,140,140,140,140,140,140,139,140,140,140,140,140,140,140
16.0,115,115,115,115,115,115,115,115,115,115,115,115,114,115,115,115,115,115,115,115,115,114,115,115,114,114,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,114,115,115,115,115,115,114,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,114,115,115,115,115,115,115,115,115
17.0,98,98,98,98,98,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,97,98,97,98,98,98,98,97,98,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,97,98,98,98,98,98,98,98,98,98,97,98,98,98,98,98,98,98,98,97,98,98,98,98,97,97,98,98
18.0,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,88,89,89,89,89,89,88,89,89,89,89,89,89,89,89,89,89,89
19.0,85,85,85,85,85,85,85,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,84,85,85,84,85,85,85,85,85,85,84,85,85,85,85,85,84,84
20.0,66,66,66,66,66,66,66,65,66,66,66,66,66,66,66,66,66,66,66,66,66,65,66,66,65,66,66,66,66,66,66,66,66,66,65,66,66,66,66,66,66,66,66,66,66,66,66,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,65,66,66,66,66,66,66,66,66,65,66,66,66,66,66,66,66,66,66,66,66,66,66,65
21.0,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,57,57,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
22.0,66,66,66,66,66,66,66,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,65,66,66,66,66,65,66,66,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
23.0,51,51,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,51
24.0,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,60,59,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,60,60,60,59,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60
25.0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,58,58,56,58,58,58,58,58,58,58,58,58,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,58,58,58,58,58,58,58,58,57,58,58,58,58,58,58,58,58,58,58,58,58,58,57,58,58,58
26.0,43,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,43,43,42,43,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
27.0,36,36,36,36,36,36,36,35,36,36,35,36,36,36,36,36,36,36,36,35,36,36,36,36,36,36,36,36,36,36,36,36,35,36,36,35,36,36,36,36,36,36,36,36,35,36,36,36,36,36,36,36,36,36,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,36,35,36,36,36,36,35,36,36,36,36,35,36,36,36,36,36,36,36,35,36,36,36,36,36,35
28.0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
29.0,51,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,50,51,51,51,51,51,50,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,51,51,51
30.0,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,46,47,47,47,47,47,47,47,47,46,47,47,47,46,47,47,47,45,47,47,47,47,47,47,47,47,47,46,47,47,47,47,46,47,47,47,47,47,47,47,47,47,47,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,46,47,47,47,47,47,47,47,47,47
31.0,44,44,44,44,43,44,44,44,44,44,43,44,44,44,44,44,44,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,43,44,44,44,44,44,44,44,44,44,43,44,43,44,44,44,44,44,44,44
32.0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
33.0,48,47,48,48,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,48,48,48,47,48,48,48,47,48,48,48,48,48,47,48,48,48,48,48,48,47,48,47,48,48,48,48,48,48,48,48,48,48,47,48,48,48,47,48,48,48,48,48,48,48,47,48,48,48,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,48,48,48,48,48,48
34.0,46,46,46,46,46,46,45,46,46,46,46,46,46,46,46,46,46,46,45,46,46,46,45,46,46,46,46,46,46,46,46,46,46,46,46,46,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,46,46,46,46,46,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,46,46,46,46,46,46,46,46,46,46,46,46,46
35.0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,35,35,35,35,35,35,35,35,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,35,35,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,35,35,34,35,35,35,35,35,35
36.0,47,46,47,47,47,47,47,47,47,47,47,47,47,47,47,46,46,47,47,47,47,46,47,47,47,47,47,47,47,46,47,47,47,47,47,47,46,47,47,47,46,47,47,47,46,47,46,47,47,47,47,47,47,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
37.0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,35,35,35,35,33,35,35,35,35
38.0,37,37,37,37,37,37,37,37,37,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,37,37,37,37,37,37,37,37,37,36,37,37,37,37,37,37,37,37,37
39.0,38,38,38,37,38,38,38,38,38,38,38,38,38,38,38,38,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
40.0,47,47,47,47,47,46,47,47,47,47,47,47,47,47,47,46,47,47,47,47,47,47,47,46,46,46,47,47,47,47,46,47,47,47,47,46,45,47,47,47,47,47,47,47,46,47,47,47,47,47,47,47,47,47,46,47,47,47,47,46,46,47,47,47,47,47,47,47,47,47,47,47,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,46,47,47,47,47,47,47,47,47
41.0,48,48,48,47,48,48,48,47,48,48,48,48,47,48,48,48,48,48,48,48,48,48,47,48,48,48,48,48,48,48,48,48,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,48,47,48,48,48,48,47,48,48,48,48,48,48,48,48,48,48,47,48,48,48,48,48,48,48,47,47,48,47,47,47,48,48,48,48,48,48,48,47,47
42.0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
43.0,45,45,45,45,45,44,44,45,44,45,45,45,45,45,45,44,45,44,45,45,45,45,45,44,45,45,44,45,44,45,45,45,44,45,45,45,45,45,45,45,45,45,44,45,45,45,45,44,45,45,45,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,45,45,45,45,45,44,45,45,45,45,45,45,45
44.0,38,38,38,38,37,37,38,38,37,38,38,38,38,38,38,38,38,38,36,38,38,38,38,37,38,38,38,38,38,38,38,38,38,36,38,38,38,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,36,38,38,38,37,38,38,38,38,38,36,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,37,38,37,38,38,38,38,38,36,36,38,38
45.0,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,34,34,34,33,34,34,34,34,34,34,34,34,34,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,34,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
46.0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,56,58,58,58,58,58,58,57,58,58,58,58,58,58,58,58,58,57,58,58,58,58,58,56,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,58,56,57,58,58,58,58,56,58,58,58,57,58,57,58,58,58,57,58,58,58,58,58,58,58
47.0,47,47,46,46,46,47,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,46,47,47,47,47,46,47,47,47,47,47,47,47,46,47,47,47,47,47,47,47,47,45,46,47,47,47,47,46,47,47,47,47,47,47,46,47,47,47,47,47,47,46,47,47,47,47,47,46,47,47,47,47,47,46,47,47,47,47,47,47,47,47,47,46,47,47,47,46
48.0,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,40,41,41,40,41,41,41,41,41,41,40,41,41,41,41,41,41,41,41,41,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,40,41,41,41,40,40,41,41,41,41,41,41,41,40,41,41,41,41,41,41,41
49.0,43,43,43,43,43,43,43,43,43,43,43,43,42,43,43,43,42,43,43,43,43,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,42,43,42,43,42,43,43,43,43,43,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,43,43,43,43
50.0,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,41,43,43,43,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,43,43,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,42,43,43,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43
51.0,44,44,44,44,44,43,44,44,44,44,44,44,44,44,44,43,44,44,44,44,44,44,44,43,44,44,44,44,44,43,44,44,44,44,42,44,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,43,44,44,44,44,44,43,44,44,44,44,44,44,44,44,44,44,44,42,44,44,42,44,44,44,43,43,44,43,44,43,44,44,44,44,44,44,44,44,44,44,44
52.0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,39,39,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,37,39,39,39,39,37,38,39,39,39,39,39,39,39,39,39,39,39,39,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,39,39,39,39,39,39,39,39,39
53.0,38,39,39,39,39,39,39,39,39,39,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,39,39,39,39,39,39,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,39,39,39,39,38,38,38,39,39,39,39,39,39,39,38,38,39,38,39,39,39,39,39,39
54.0,48,48,48,48,47,48,48,47,48,48,46,48,48,48,48,48,48,48,48,48,48,47,48,48,48,48,47,48,47,48,47,48,48,48,48,47,47,48,48,48,48,46,48,48,48,48,47,48,48,47,48,48,48,48,48,48,48,48,48,47,48,48,48,48,47,48,48,48,48,48,48,48,47,48,48,48,48,48,48,48,46,48,48,47,47,47,48,48,46,48,48,48,48,48,48,48,48,48,48,47
55.0,40,40,39,40,40,40,40,39,40,40,40,40,40,40,40,40,39,40,38,40,39,40,40,40,40,40,39,40,40,40,40,39,40,40,40,39,39,40,40,40,40,40,39,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,39,39,40,40,40,40,40,40,40,38,40,40,40,40,39,40,40,40,40,40,40,40,40,38,40,40,39,39,40,40,40,39,40,40,40,40,40,40,40,40,39
56.0,43,43,43,43,42,43,42,42,43,43,41,43,42,43,43,43,43,43,43,43,42,43,43,43,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,41,43,43,43,42,43,43,43,43,43,43,43,43,43,42,43,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,41,43,43,42,42,42,42,43,43,42,43,43,43,43,43,43,43,43,43,42
57.0,53,54,54,54,53,54,54,54,54,54,54,54,53,54,54,54,54,54,54,54,54,54,53,54,51,54,53,54,54,54,54,54,54,54,54,54,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,54,54,54,54,54,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,54,54,53,54,54,54,54,54,54,54,54,54,54
58.0,40,41,41,40,41,39,40,40,41,41,40,41,41,41,41,41,41,41,40,41,41,41,41,39,41,41,41,41,40,41,41,41,40,40,41,41,40,41,41,41,41,40,41,41,41,41,41,41,41,41,40,41,41,41,41,41,41,41,41,41,41,40,41,41,41,41,40,41,40,41,41,41,41,41,41,41,41,41,41,41,40,40,41,41,41,40,41,41,41,41,41,41,41,41,41,41,41,41,41,40
59.0,44,43,44,44,43,44,44,44,44,44,42,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,43,44,43,44,43,44,44,44,43,44,44,44,44,44,43,44,44,44,43,44,43,44,44,43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,43,44,44,44,44,44,44,44,43,44,44,44,44,44,44,44,42,44,42,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,43,44
60.0,36,36,37,37,37,36,36,37,36,37,37,37,37,37,37,37,36,37,37,37,37,37,37,36,37,37,37,37,37,36,36,37,37,37,37,37,37,37,37,37,36,37,37,37,37,37,37,37,36,36,37,37,37,37,37,37,37,37,37,37,37,36,37,37,36,37,37,37,37,36,37,37,36,37,36,37,37,37,37,37,37,37,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
